X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.0242626,-0.000799685,,0.0242626,-0.000725321
0.0244188,-0.000667183,,0.0244188,-0.000579839
0.0245751,-0.000509041,,0.0245751,-0.000412075
0.0247313,-0.000331338,,0.0247313,-0.000228475
0.0248876,-0.000140901,,0.0248876,-3.60951e-05
0.0250438,5.49502e-05,,0.0250438,0.000157672
0.0252001,0.00024869,,0.0252001,0.00034538
0.0253563,0.000432873,,0.0253563,0.000519816
0.0255126,0.00060042,,0.0255126,0.000674275
0.0256688,0.000744894,,0.0256688,0.000802822
0.0258251,0.000860742,,0.0258251,0.000900517
0.0259813,0.000943512,,0.0259813,0.000963606
0.0261376,0.000990024,,0.0261376,0.000989663
0.0262938,0.000998489,,0.0262938,0.000977689
0.0264501,0.000968583,,0.0264501,0.000928143
0.0266063,0.000901455,,0.0266063,0.000842928
0.0267626,0.000799685,,0.0267626,0.000725321
0.0269188,0.000667183,,0.0269188,0.000579839
0.0270751,0.000509041,,0.0270751,0.000412075
0.0272313,0.000331338,,0.0272313,0.000228475
0.0273876,0.000140901,,0.0273876,3.60949e-05
0.0275438,-5.49502e-05,,0.0275438,-0.000157672
0.0277001,-0.00024869,,0.0277001,-0.00034538
0.0278563,-0.000432873,,0.0278563,-0.000519816
0.0280126,-0.00060042,,0.0280126,-0.000674275
0.0281688,-0.000744894,,0.0281688,-0.000802822
0.0283251,-0.000860742,,0.0283251,-0.000900517
0.0284813,-0.000943512,,0.0284813,-0.000963605
0.0286376,-0.000990024,,0.0286376,-0.000989663
